VIABILITY_TARGET_HOMING,FEMALE_FERTILITY_TARGET_HOMING,Y_SHREDDER,DENSITY,ISLAND_SIDE_LENGTH,INTERACTION_DISTANCE_SIGMA,AVG_DISPERSAL,MONTHLY_SURVIVAL_RATE,LITTER_SIZE,ITINERANT_FREQ,ITINERANT_DISPERSAL_MULTIPLIER,RELEASE_PERCENTAGE,DRIVE_FITNESS,DRIVE_EFFICIENCY,RESISTANCE_RATE,R1_RATE,Equilibrium pop size,End drive freq,End resistance freq,Minimum pop size,End pop,Suppression rate,Gen Suppressed,Composite Value,Composite Value SE
FALSE,TRUE,FALSE,882.7854097,4.604536295,68.46192658,157.7757455,0.759020367,7.418523192,0.492578924,1.040691271,0.29310867,0.758478582,0.761652887,0,0,17859.44,0.8395218,0,3463.3,6236.6,0,0,-0.193904748,0.008981081
FALSE,TRUE,FALSE,1204.838276,2.43082571,31.84024498,227.3522753,0.822171603,4.52090615,0.413604677,3.785327673,0.21775347,0.761568576,0.761935145,0,0,7085.21,0.76299545,0,2261.5,3425,0,0,-0.319204345,0.015149733
FALSE,TRUE,FALSE,649.3548006,3.818011045,48.44283849,700.8812666,0.707379947,5.747131109,0.009390099,4.322075844,0.115344248,0.861259162,0.762125641,0,0,9502.815,0,0,0,0,1,192.75,0.6145,0.01796832
FALSE,TRUE,FALSE,850.4435,3.23575,84.570895,56.9317375,0.886207625,3.657317,0.45004625,4.991182,0.273472265,0.96538175,0.76218575,0.09468805,0.01453491,8639.18,0,0.98835365,8176.1,8665.5,0,0,-0.946395354,0.004500181
FALSE,TRUE,FALSE,1295.5,2.178,57.115,324.8125,0.806125,3.149,0.14825,4.854,0.287095,0.95025,0.76225,0.01215,0.00755,6050.635,5.27E-05,0.84248335,2801.55,5160.65,0.15,142.6666667,-0.355993238,0.112605716
FALSE,TRUE,FALSE,823.9853084,1.542727292,45.77066898,990.0584638,0.706319919,3.138966352,0.066950753,4.152385473,0.444259384,0.828093827,0.762565196,0,0,1916.79,0,0,0,0,1,91.9,0.8162,0.009407612
FALSE,TRUE,FALSE,1227.423012,2.091311574,56.06538951,286.5645438,0.849274841,6.316610217,0.414616436,3.018915176,0.457334917,0.81890133,0.762583643,0,0,5182.07,0.8858525,0,1732.45,3028.8,0,0,-0.334171463,0.015310673
FALSE,TRUE,FALSE,753.5272241,4.29888916,53.31610382,369.031094,0.89131054,2.967538506,0.261041313,4.713488579,0.426869237,0.925556481,0.762712717,0,0,13890.725,0.9038832,0,1774,2815.85,0,0,-0.127686773,0.006787842
FALSE,TRUE,FALSE,1101.5,3.118,56.665,755.7625,0.774125,2.027,0.03225,1.27,0.303755,0.85875,0.76275,0,0,10626.705,0,0,0.4,146.15,0.95,193.4210526,0.582462308,0.038685703
FALSE,TRUE,FALSE,1241.5,2.234,67.825,776.2375,0.875625,3.305,0.13175,1.374,0.491915,0.88175,0.76275,0.06935,0.00231,6107.4,0.02354523,0.109805195,5899.7,6095.4,0,0,-0.966003612,0.000886598
